Location,Time,s,Y
河南省,2003,0.374122082816549,0.35866013459519597
河南省,2004,0.421884144884445,0.403407257094169
河南省,2005,0.457574304772946,0.44376746622942975
河南省,2006,0.466886314680243,0.4632839375066093
河南省,2007,0.465481994417609,0.4660252596534654
河南省,2008,0.513073251858937,0.49466244031793755
河南省,2009,0.482050168469538,0.49405153536779833
河南省,2010,0.511271361189345,0.4999670607549462
河南省,2011,0.56935873363231,0.5468874705378707
河南省,2012,0.565349221915639,0.566900312778873
河南省,2013,0.659950005080261,0.6233534265464409
河南省,2014,0.650567635295857,0.6541972313854664
河南省,2015,0.656500574897554,0.6542054005574846
河南省,2016,0.73908834835842,0.7071390363518336
河南省,2017,0.804850200396825,0.7794100433268255
河南省,2018,0.762100769982308,0.7786385071458417
河南省,2019,0.784098516949955,0.7755886267826857
河南省,2020,0.810905267185989,0.8005350006043441
河南省,2021,0.806384083524005,0.8081331161156665
浙江省,1990,0.0227507400519349,0.0227507400519349
浙江省,1991,0.0571433690076018,0.04383848394792608
浙江省,1992,0.0811009732426282,0.0718329067896941
浙江省,1993,0.120096118573468,0.10501073713371371
浙江省,1994,0.122770530445196,0.12173592670491665
浙江省,1995,0.16859124989493,0.15086537594629404
浙江省,1996,0.170401345867697,0.16970110515926815
浙江省,1997,0.207711281097518,0.19327782791612283
浙江省,1998,0.236317656160789,0.22525119966275842
浙江省,1999,0.273987219790457,0.2594146433530197
浙江省,2000,0.288041999326673,0.2826048684080253
浙江省,2001,0.298684736575857,0.29456756379435056
浙江省,2002,0.315604332886366,0.30905893955637037
浙江省,2003,0.377119909705521,0.35332243612437886
浙江省,2004,0.40572825057435,0.3946610335989209
浙江省,2005,0.445033680739143,0.42982826474033164
浙江省,2006,0.48852507899012,0.47170030948617414
浙江省,2007,0.453278292500665,0.4669136108001072
浙江省,2008,0.480184083218397,0.4697755025483773
浙江省,2009,0.523857812204492,0.5069625075438207
浙江省,2010,0.502281509670719,0.5106283628756509
浙江省,2011,0.604396715259812,0.564893161316339
浙江省,2012,0.614796343470481,0.6107732181029881
浙江省,2013,0.604036301804923,0.6081988541292048
浙江省,2014,0.646013909822765,0.6297747543200717
浙江省,2015,0.672484984920626,0.6622445752085021
浙江省,2016,0.766399861766332,0.7300686280174844
浙江省,2017,0.797239406563281,0.785309042084746
浙江省,2018,0.791970959524329,0.7940090730511141
浙江省,2019,0.831419540643766,0.8161587462962924
浙江省,2020,0.795929528837859,0.8096589395337611
浙江省,2021,0.800899824702542,0.7989770517945032
海南省,1990,0.0218763246190792,0.0218763246190792
海南省,1991,0.0417041469928783,0.03403369824622627
海南省,1992,0.0709336549085263,0.05962613771727362
海南省,1993,0.106189136494181,0.09255045447236479
海南省,1994,0.14978396681742,0.13291918432596148
海南省,1995,0.180985366340003,0.1689150173450453
海南省,1996,0.195398226788396,0.18982257126365548
海南省,1997,0.18624054723595,0.18978322127856811
海南省,1998,0.252931104522487,0.22713167522015415
海南省,1999,0.277533844026812,0.26801620518390373
海南省,2000,0.290348482897192,0.28539110387648864
海南省,2001,0.295611295007796,0.2935753613688609
海南省,2002,0.322816676205097,0.3122921981170353
海南省,2003,0.387660038601819,0.36257520182812036
海南省,2004,0.384012595622286,0.38542361917814627
海南省,2005,0.405391302855367,0.39712088994720424
海南省,2006,0.431393382483346,0.42133440498532626
海南省,2007,0.486140798860671,0.4649616071462646
海南省,2008,0.48921212036248,0.48802397101758543
海南省,2009,0.555417245543679,0.529805607014018
海南省,2010,0.580213784740803,0.5706211739426943
海南省,2011,0.556500292858542,0.5656739237625282
海南省,2012,0.570078831401988,0.5648259356483135
海南省,2013,0.616971704065736,0.5988310646364733
海南省,2014,0.651343968805186,0.6380469616997209
海南省,2015,0.713391804990887,0.6893884253796195
海南省,2016,0.716034670408706,0.7150122705026796
海南省,2017,0.765034851192236,0.7460789937011275
海南省,2018,0.811463592144582,0.7935025033708017
海南省,2019,0.819417617514633,0.8163405804714141
海南省,2020,0.768824733078842,0.7883967324489205
海南省,2021,0.887428190889867,0.8415461102879485
湖北省,1990,0.0289114987035951,0.0289114987035951
湖北省,1991,0.0480487481942749,0.04064544950605762
湖北省,1992,0.0735390887390268,0.06367807894192508
湖北省,1993,0.0965848664142137,0.08766954262566452
湖北省,1994,0.102266366972344,0.10006846253212667
湖北省,1995,0.164703793486106,0.14054969976275677
湖北省,1996,0.178219741399892,0.17299105900700804
湖北省,1997,0.209421846629113,0.1973512246295613
湖北省,1998,0.226200773372112,0.21970979845920013
湖北省,1999,0.253069642029866,0.2426753447623977
湖北省,2000,0.285028974267759,0.27266541687418877
湖北省,2001,0.318683420333917,0.3056641033973003
湖北省,2002,0.341445509766869,0.33263993157120786
湖北省,2003,0.384041885397191,0.3675633579065839
湖北省,2004,0.359762992551498,0.369155350405401
湖北省,2005,0.426339015271273,0.40058389398761746
湖北省,2006,0.4806987248265,0.4596695185846061
湖北省,2007,0.484487897707806,0.48302204554157574
湖北省,2008,0.487908820383161,0.4865854268428677
湖北省,2009,0.508404717434344,0.5004758221233038
湖北省,2010,0.551590124405656,0.5348837284872379
湖北省,2011,0.584453952296744,0.5717404882206039
湖北省,2012,0.586859031787485,0.5859286200348697
湖北省,2013,0.616481410013783,0.6050219098399764
湖北省,2014,0.671234610068383,0.6500531809221867
湖北省,2015,0.679812509890325,0.6764941252640302
湖北省,2016,0.687707041785264,0.6846530199599044
湖北省,2017,0.734741710463357,0.7165462168478902
湖北省,2018,0.713129341178786,0.7214901469075119
湖北省,2019,0.845753034806985,0.7944471866211025
湖北省,2020,0.815957679181321,0.8274840961476607
湖北省,2021,0.875830556032001,0.8526685655451075
湖南省,1990,0.0303009305900035,0.0303009305900035
湖南省,1991,0.0633033848901322,0.05053629279849775
湖南省,1992,0.0794126262197155,0.0731807209889475
湖南省,1993,0.115087653625593,0.1012866691254601
湖南省,1994,0.122936833494136,0.11990035622750132
湖南省,1995,0.165611893948967,0.14910292701311187
湖南省,1996,0.157875978118916,0.16086863887430136
湖南省,1997,0.206277793284135,0.18755341521222263
湖南省,1998,0.220853614001051,0.21521491683896465
湖南省,1999,0.275244653866227,0.2542033274059778
湖南省,2000,0.300583803765856,0.2907812824942477
湖南省,2001,0.289313099225661,0.2936732029165465
湖南省,2002,0.299664135027085,0.2956598077695189
湖南省,2003,0.344406121371543,0.3270975583529399
湖南省,2004,0.361476174706619,0.3548725766543015
湖南省,2005,0.401818518645523,0.3862119696423366
湖南省,2006,0.409100947850323,0.4062837196689593
湖南省,2007,0.435067896287064,0.4250225093889962
湖南省,2008,0.503096822005595,0.47677964111823123
湖南省,2009,0.546017472124096,0.5294134981374224
湖南省,2010,0.583901788350034,0.5692461342678689
湖南省,2011,0.558300716835085,0.5682045632188553
湖南省,2012,0.630655512554006,0.6026648567132596
湖南省,2013,0.625862349793954,0.6277165982632124
湖南省,2014,0.648347252182231,0.6396489045729313
湖南省,2015,0.678925376228456,0.6670961431012078
湖南省,2016,0.681546838807568,0.6805327186497782
湖南省,2017,0.72271272962573,0.7067875892004133
湖南省,2018,0.767126495281828,0.7499449053579095
湖南省,2019,0.794464656865896,0.7838888123124678
湖南省,2020,0.812211306491947,0.8053459652651014
湖南省,2021,0.878478753037527,0.8528430053131045
甘肃省,1990,0.0209928463691,0.0209928463691
甘肃省,1991,0.0452461599814308,0.03586369752576091
甘肃省,1992,0.0788357547055444,0.0658415256926505
甘肃省,1993,0.12861264113038,0.10935631288153741
甘肃省,1994,0.148917628209746,0.14106258695723217
甘肃省,1995,0.174751939321592,0.16475786354500388
甘肃省,1996,0.201042057510273,0.19087165148645385
甘肃省,1997,0.188838579562935,0.19355952926488754
甘肃省,1998,0.255114828202102,0.2294756753630658
甘肃省,1999,0.266232964325288,0.2619318821548177
甘肃省,2000,0.305973560710081,0.290599799437449
甘肃省,2001,0.292814134725925,0.29790489560949096
甘肃省,2002,0.351880440418213,0.3290304742481778
甘肃省,2003,0.340288870337607,0.3447731017635454
甘肃省,2004,0.432640792678171,0.39691419226721747
甘肃省,2005,0.416926597783059,0.42300567819166385
甘肃省,2006,0.433262070772473,0.4269426471890142
甘肃省,2007,0.492850322123154,0.46979843980994557
甘肃省,2008,0.530830353984677,0.5161376720401896
甘肃省,2009,0.512837836638462,0.5197982924830615
甘肃省,2010,0.589548161728653,0.5598725571236384
甘肃省,2011,0.634232612712014,0.6169463074093666
甘肃省,2012,0.616928632115321,0.6236227255854838
甘肃省,2013,0.621065165913161,0.619464936201246
甘肃省,2014,0.675975642306089,0.6547333703668988
甘肃省,2015,0.680036004954826,0.6784652422657718
甘肃省,2016,0.736066169664341,0.7143907431566514
甘肃省,2017,0.71901725575944,0.725612675963851
甘肃省,2018,0.792137331486899,0.7638506249265292
甘肃省,2019,0.834623775496423,0.8181877753619256
甘肃省,2020,0.825465746370636,0.8290085556466825
甘肃省,2021,0.854252859951823,0.8431164842507612
福建省,1990,0.0288214984164315,0.0288214984164315
福建省,1991,0.0583417678499118,0.04692176874924992
福建省,1992,0.0807471084062299,0.07207953951497233
福建省,1993,0.118410827725545,0.10384051217597412
福建省,1994,0.150080547208915,0.13782902732244287
福建省,1995,0.137773409354348,0.14253446018240976
福建省,1996,0.196522489384313,0.1737952428522743
福建省,1997,0.217749995039001,0.20953807488589785
福建省,1998,0.236268063127726,0.22910429650304237
福建省,1999,0.243541974048115,0.24072804118898855
福建省,2000,0.277918045628305,0.264619565835813
福建省,2001,0.304591189716417,0.2942726090481595
福建省,2002,0.350890697605297,0.332979603004906
福建省,2003,0.376088009026827,0.36634035836864515
福建省,2004,0.426795056147726,0.40717889262243206
福建省,2005,0.43418716288,0.4313275056392425
福建省,2006,0.445712305424983,0.44125377167767815
福建省,2007,0.478197553210896,0.46563054391120595
福建省,2008,0.519578421419,0.5035701163868924
福建省,2009,0.548740235992735,0.5374589061608325
福建省,2010,0.526683033953494,0.5352159244821139
福建省,2011,0.541739225880961,0.5359146957675583
福建省,2012,0.569261406737221,0.5586143738117602
福建省,2013,0.669450693948974,0.6306921869362797
福建省,2014,0.664677982818968,0.6665243195177304
福建省,2015,0.607307489716241,0.6295014260254609
福建省,2016,0.735608401581462,0.6859748336556498
福建省,2017,0.717405453452232,0.7244473150359695
福建省,2018,0.716942081054925,0.7171213379676181
福建省,2019,0.827684177703394,0.7848432867358949
福建省,2020,0.82304447126992,0.8248393547284535
福建省,2021,0.789096770589577,0.8022295338969256
西藏自治区,1990,0.0428740334271339,0.0428740334271339
西藏自治区,1991,0.0458325750994711,0.04468805494820708
西藏自治区,1992,0.0557731955365087,0.05192763861478765
西藏自治区,1993,0.104238161539749,0.08548935338886889
西藏自治区,1994,0.137073452580823,0.12437102806522035
西藏自治区,1995,0.168463313015801,0.1563200573878293
西藏自治区,1996,0.175607807661913,0.17284393985179244
西藏自治区,1997,0.211767677912663,0.1977791305969236
西藏自治区,1998,0.235011898297223,0.22601980638947763
西藏自治区,1999,0.285389338415219,0.2659006842842822
西藏自治区,2000,0.285441016566401,0.2854210247285435
西藏自治区,2001,0.30451617878636,0.2971368987331146
西藏自治区,2002,0.333320163813009,0.3221772613459082
西藏自治区,2003,0.322081131580362,0.326428982750161
西藏自治区,2004,0.385652154617467,0.36105952589679124
西藏自治区,2005,0.442604476023054,0.4205723106087788
西藏自治区,2006,0.416503062782179,0.4266004677672004
西藏自治区,2007,0.474535744654868,0.4520856387610692
西藏自治区,2008,0.48166070378955,0.4789043933468669
西藏自治区,2009,0.518815133752769,0.5044418382202985
西藏自治区,2010,0.529857069740788,0.5255854658065188
西藏自治区,2011,0.620898136021916,0.5856786439574356
西藏自治区,2012,0.593595578932125,0.604157649786992
西藏自治区,2013,0.640597622061082,0.622414749730886
西藏自治区,2014,0.599550804948855,0.6154298813767628
西藏自治区,2015,0.752972174216012,0.6936206868252452
西藏自治区,2016,0.711687449001318,0.727658560846529
西藏自治区,2017,0.720877626810714,0.7173223807261645
西藏自治区,2018,0.797657646057133,0.7679550800721336
西藏自治区,2019,0.755976627790619,0.7721010467154141
西藏自治区,2020,0.874438674662392,0.8286112992792969
西藏自治区,2021,0.802171085112037,0.8301280050016655
贵州省,1990,0.0176697508960533,0.0176697508960533
贵州省,1991,0.0584016424213128,0.042644395840793325
贵州省,1992,0.0727770610552398,0.06721589000153341
贵州省,1993,0.0847303574238099,0.08010619116792211
贵州省,1994,0.117493214847949,0.10481881148039576
贵州省,1995,0.166087647366987,0.14728875473102765
贵州省,1996,0.156558748653184,0.16024502987047232
贵州省,1997,0.2177292598913,0.19406527589886274
贵州省,1998,0.230160708438927,0.22535156767028575
贵州省,1999,0.274540302501467,0.257371931954444
贵州省,2000,0.27761146990167,0.27642338017141427
贵州省,2001,0.296775832849875,0.2893620452445003
贵州省,2002,0.335314924897459,0.32040596895058077
贵州省,2003,0.345811091279504,0.3417506198494091
贵州省,2004,0.376129882557957,0.36440097303992935
贵州省,2005,0.400499728353217,0.39107218509544783
贵州省,2006,0.434055225168951,0.42107418702763466
贵州省,2007,0.459510945514897,0.4496633286388904
贵州省,2008,0.533142157027187,0.5046577161535774
贵州省,2009,0.469717928284568,0.49425376922033587
贵州省,2010,0.549719411729157,0.5187706132756901
贵州省,2011,0.568526732331989,0.5612510675602235
贵州省,2012,0.645182933809283,0.6155282670758553
贵州省,2013,0.666968411966932,0.6585406385846988
贵州省,2014,0.660396144111185,0.6629386443810781
贵州省,2015,0.640680086191744,0.6483072985454785
贵州省,2016,0.7296114891138,0.6952081262420966
贵州省,2017,0.743679618566262,0.7382373231950382
贵州省,2018,0.737868555446863,0.7401165815276197
贵州省,2019,0.758831690826681,0.7507220430565608
贵州省,2020,0.845027154057168,0.8116821971355724
贵州省,2021,0.865379734661854,0.8575062817204641
辽宁省,1990,0.0220221506108118,0.0220221506108118
辽宁省,1991,0.0366066792979703,0.030964613433150334
辽宁省,1992,0.0620063079182286,0.05218039028376687
辽宁省,1993,0.108681088702364,0.09062481872896438
辽宁省,1994,0.128132836524596,0.12060787327394717
辽宁省,1995,0.169946881983635,0.15377100111597305
辽宁省,1996,0.178038018041191,0.17490793934360885
辽宁省,1997,0.221934407462014,0.204952965987108
辽宁省,1998,0.236598537888889,0.23092567786759893
辽宁省,1999,0.245445953906633,0.24202330618339687
辽宁省,2000,0.281741051062793,0.2677001908390821
辽宁省,2001,0.340305911171598,0.31764993063320857
辽宁省,2002,0.321533588536474,0.32879571424618426
辽宁省,2003,0.373348829604648,0.3533039581398904
辽宁省,2004,0.397277322070204,0.3880205175870131
辽宁省,2005,0.443939846565535,0.4258883179718656
辽宁省,2006,0.485926858643903,0.4696840651539957
辽宁省,2007,0.447907496369775,0.46261539339478847
辽宁省,2008,0.52169923865675,0.493152696002306
辽宁省,2009,0.529664919841256,0.5265833737134945
辽宁省,2010,0.580206157293007,0.5606541377036895
辽宁省,2011,0.559489289951572,0.5675036682397118
辽宁省,2012,0.619616002906738,0.5963558152102466
辽宁省,2013,0.658495133395777,0.6434546326232543
辽宁省,2014,0.65636556531695,0.6571893947064414
辽宁省,2015,0.735749119551405,0.7050393687475506
辽宁省,2016,0.71491628537001,0.7229755257557344
辽宁省,2017,0.774803695947622,0.7516360830476653
辽宁省,2018,0.77678787918631,0.7760202923303559
辽宁省,2019,0.802062550882814,0.7922849731850901
辽宁省,2020,0.777591680711896,0.7870583055329877
辽宁省,2021,0.870732878970319,0.8347009449548592
重庆市,1990,0.0191093447364264,0.0191093447364264
重庆市,1991,0.0378847056632604,0.030621404581872947
重庆市,1992,0.0801006436087155,0.063769289504477
重庆市,1993,0.113316646164122,0.10046694233045331
重庆市,1994,0.121749412351106,0.11848717307891873
